date,Tup13_sim,Tup70_sim,Tup13_mea,Tup70_mea,diff_13,diff70,,Tdown13_sim,Tdown20_sim,Tdown70_sim,Tdown13_mea,Tdown20_mea,Tdown70_mea,diff_13,diff_20,diff_70
2022-08-20 6:00,11.9947,9.4073,12.0015625,9.2184375,0.0068625,0.1888625,,11.4824,10.85348,9.8592,11.65177083,10.8790625,9.999791667,0.169370833,0.025582501,0.140591667
2022-08-30 6:00,12.0468,9.4324,12.07177083,9.251770833,0.024970833,0.180629167,,11.5197,10.84252,9.8543,11.68302083,10.83135417,10.00020833,0.163320833,0.011165833,0.145908333
2022-09-09 6:00,12.1126,9.4452,12.09989583,9.254270833,0.012704167,0.190929167,,11.5756,10.83192,9.8483,11.7296875,10.82239583,9.994479167,0.1540875,0.009524167,0.146179167
2022-09-19 6:00,12.1778,9.4637,12.12927083,9.267392935,0.048529166,0.196307065,,11.6411,10.81992,9.8416,11.80134438,10.818125,9.989166848,0.160244384,0.001795,0.147566848
2022-09-29 6:00,12.2423,9.4712,12.2,9.260520833,0.0423,0.210679167,,11.7189,10.80888,9.8335,11.8190625,10.8,9.944895833,0.100162501,0.00888,0.111395833
2022-10-09 6:00,12.2956,9.4567,12.22083333,9.2675,0.074766667,0.1892,,11.7933,10.8004,9.8252,11.890625,10.8090625,9.9321875,0.097325,0.0086625,0.1069875
2022-10-19 6:00,12.3483,9.4478,12.30097572,9.245396739,0.047324276,0.202403261,,11.873,10.79268,9.81653,11.91333732,10.81497301,9.957181703,0.04033732,0.022293007,0.140651703
2022-10-29 6:00,12.3986,9.4522,12.36107143,9.2415625,0.037528572,0.2106375,,11.954,10.78712,9.80739,11.99355655,10.82589286,9.978005952,0.039556548,0.038772858,0.170615952
2022-11-08 6:00,12.4431,9.4541,12.37224982,9.282423551,0.070850181,0.171676449,,12.0323,10.78408,9.7985,12.05844058,10.79158043,9.976130072,0.02614058,0.007500435,0.177630072
2022-11-18 6:00,12.4797,9.4633,12.3928125,9.3290625,0.0868875,0.1342375,,12.1045,10.78296,9.78892,12.13260417,10.81510417,9.929375,0.028104167,0.032144167,0.140455
2022-11-28 6:00,12.509,9.4732,12.39666667,9.348645833,0.112333333,0.124554167,,12.1685,10.784,9.77998,12.19520833,10.81427083,9.899895833,0.026708334,0.030270833,0.119915833
2022-12-08 6:00,12.5357,9.4724,12.35177083,9.319785145,0.183929166,0.152614855,,12.2291,10.78796,9.77254,12.24666667,10.79688442,9.890833333,0.017566666,0.00892442,0.118293333
2022-12-18 6:00,12.5569,9.4732,12.30904583,9.316295833,0.247854166,0.156904167,,12.2818,10.79476,9.76569,12.2699625,10.80114583,9.890320833,0.0118375,0.006385834,0.124630833
2022-12-28 6:00,12.5624,9.4746,12.3,9.3,0.2624,0.1746,,12.3286,10.80284,9.76035,12.29777778,10.80362705,9.881368116,0.030822222,0.000787053,0.121018116
